PEDRO MARTINEZ,37.5086289469,-3.32066106202
HUELAGO-DARRO Y DIEZMA,37.4053753296,-3.25073120367
FONELAS,37.3629140117,-3.1849288186
BENALUA DE GUADIX,37.3452958269,-3.16314415316
ABLA Y ABRUCENA,37.1674889998,-2.78397565501
DOÑA MARIA DE OCAÑA,37.1437225944,-2.69105214825
GERGAL,37.1088505082,-2.59150876261
NACIMIENTO,37.1369103543,-2.6300779429
SANTA FE Y ALHAMA,36.9722774168,-2.5268752479
GADOR,36.9515735075,-2.48746211129
HOLCIM,36.939040601,-2.46856708569
BENAHADUX-PECHINA,36.9225227107,-2.45545281879
HUERCAL-VIATOR,36.8834893082,-2.4362080165
BOGARRE,37.4125326122,-3.36259410917
PIÑAR,37.4002499615,-3.42428510643
IZNALLOZ,37.3958776728,-3.52787905918
DEIFONTES,37.3325940347,-3.59650750865
CALICASAS,37.2908528543,-3.6603062861
CAMPILLOS,37.0321883084,-4.86351165222
TEBA,36.9945649774,-4.92396826129
SETENIL,36.8624474509,-5.12111402218
ATALAYA,36.941607324,-5.08291830844
PARCHITE - KM. 60.4,36.8102157279,-5.11369114934
ARRIATE,36.7910613203,-5.14018835679
LA INDIANA,36.7608667994,-5.1965695976
BENAOJAN-MONTEJAQUE,36.7137657438,-5.2464015017
JIMERA DE LIBAR,36.6607306813,-5.28149924663
CORTES DE LA FRONTERA,36.5973703101,-5.33280122287
SAN PABLO,36.4679255599,-5.41899994009
JIMENA DE LA FRONTERA,36.4242941077,-5.43427161235
CASTELLAR DE LA FRONTERA -K M. 146.9,36.331056795,-5.40672613644
ALMORAIMA,36.2767298897,-5.43009762104
LOS BARRIOS,36.1738804322,-5.46077655278
PARADAS,37.3033035178,-5.50021672012
MARCHENA,37.3342201964,-5.42544774952
OJUELOS-LANTEJUELO,37.3148060858,-5.29630163355
AGUADULCE,37.2480652018,-5.00834702613
PEDRERA,37.2223664657,-4.89369985648
ATARFE-SANTA FE,37.2167943507,-3.69592480472
SIERRA ELVIRA,37.2262374439,-3.71842231679
PINOS PUENTE,37.2472877944,-3.75605077104
ANZOLA,37.2530908874,-3.7851583989
SAN PASCUAL,37.2499006657,-3.80272180125
ILLORA-LACHAR,37.2501578004,-3.85903184675
ALOMARTES,37.2418865864,-3.91225026776
TOCON-MONTEFRIO,37.232994467,-3.96314678403
VILLANUEVA-MESIA,37.2182176695,-4.01611554259
HUETOR-TAJAR,37.2039782271,-4.05930938408
LOJA,37.1750611343,-4.13497465646
RIOFRIO,37.1536593419,-4.20135887627
ARCHIDONA,37.1340545904,-4.42611680339
LA PEÑA,37.0576287281,-4.49182055225
SAN JOSE - KM. 18.8,37.032687081,-4.53421718576
EL CHAPARRAL,37.7993402279,-4.75921562869
TORRES CABRERA,37.7800127933,-4.68788760957
FERNAN NUÑEZ,37.7017075663,-4.66694133257
MONTEMAYOR,37.6379691787,-4.65698890255
AGUILAR DE LA FRONTERA,37.5245301574,-4.66077586202
FUENSEQUILLA,37.8103713608,-4.79845773652
CASARICHE,37.2946086,-4.76438349093
GOBANTES,36.9765729542,-4.73836648188
EL CHORRO,36.90727838,-4.75927816241
LAS MELLIZAS,36.8732843064,-4.71942783382
PIZARRA,36.7640827103,-4.71184707274
ALJAIMA,36.7330901725,-4.66471861766
CARTAMA,36.7337225285,-4.6085341435
LOS REMEDIOS,36.7218404841,-4.58165373747
CAMPANILLAS,36.705198106,-4.54544093635
VICTORIA KENT,36.7013252016,-4.45393058861
LOS PRADOS,36.695291163,-4.47219603581
GUADALHORCE,36.6920211691,-4.48371493013
TERMINAL DE CARGA,36.6795792105,-4.49352568397
AEROPUERTO,36.6755653461,-4.48699751709
SAN JULIAN,36.6641384688,-4.4790521257
PLAZA MAYOR,36.6561746863,-4.48031488791
CAMPO DE GOLF-CAMPAMENTO,36.649993726,-4.48326698741
LOS ALAMOS,36.6450207843,-4.48513190717
LA COLINA,36.6419092979,-4.49265081286
TORREMOLINOS,36.6225181494,-4.49964624211
MONTEMAR ALTO,36.6136638523,-4.50942463491
EL PINILLO,36.6098445782,-4.51537611429
BENALMADENA-ARROYO DE LA MIEL,36.5990527264,-4.53631417937
TORREMUELLE,36.5822567089,-4.56703527212
CARVAJAL,36.5706488558,-4.59369347465
TORREBLANCA,36.5648750007,-4.606675514
LOS BOLICHES,36.5546346942,-4.61457651344
ARROYO TAMARGUILLO,37.4326442695,-5.98445129457
ESTADIO OLIMPICO,37.4169215815,-6.00768420547
PALACIO DE CONGRESOS,37.4036271854,-5.93652332546
PADRE PIO-PALMETE,37.3709571859,-5.93948070419
VILLANUEVA DEL ARISCAL Y OLIVARES,37.4070697259,-6.14822633001
SANLUCAR LA MAYOR,37.3814057323,-6.19395570342
AZNALCAZAR-PILAS,37.3142602668,-6.25882589177
HUEVAR,37.3536215887,-6.28393141812
CARRION DE LOS CESPEDES,37.3690006498,-6.33504083082
VILLALBA DEL ALCOR,37.3993891825,-6.49036271631
VILLARRASA,37.3869846531,-6.59882652011
NIEBLA-PUERTA DEL BUEY,37.3585011284,-6.68126883456
NIEBLA,37.3614115807,-6.66165132955
LAS MALLAS,37.3557575651,-6.69189237147
SAN JUAN DEL PUERTO,37.3118833569,-6.8410844742
SAN JUAN DEL PUERTO-MOGUER,37.3097427539,-6.84700724692
L AMETLLA DE MAR,40.8861857042,0.8004324852
MEDINA DE LAS TORRES,38.347774996,-6.41071983971
VALENCIA DEL VENTOSO,38.2575377019,-6.45398779811
CUMBRES MAYORES,38.0533644724,-6.63139217279
LA NAVA DE HUELVA,37.9959926665,-6.75249263923
ALMONASTER-CORTEGANA,37.9013806633,-6.79453351255
GIL MARQUEZ,37.8578333055,-6.84797889749
EL TAMUJOSO,37.7390023879,-6.88867134611
EL COBUJON,37.4878715409,-6.96025876989
BELMONTE,37.4634505897,-6.94794734855
ALANIS,37.9958314283,-5.75763720449
CAZALLA-CONSTANTINA,37.9325412005,-5.70552800704
FABRICA DE PEDROSO,37.8624314207,-5.73773848485
ARENILLAS,37.7012979366,-5.75071677425
ALCOLEA DEL RIO,37.6350385889,-5.73108191981
FUENGIROLA,36.5417512459,-4.62402725965
CAMAS,37.4177331589,-6.02345280681
ESCACENA,37.3978419243,-6.39201364368
LA PALMA DEL CONDADO,37.390638534,-6.55442097144
HUELVA-CARGAS,37.2680968189,-6.9101782377
HUELVA-TERMINO,37.2526518211,-6.9514055499
CABAÑAS DE EBRO,41.787753198,-1.16781163998
CORTES DE NAVARRA,41.9148961164,-1.42053153606
TUDELA DE NAVARRA,42.0596402366,-1.59801012546
CASTEJON DE EBRO,42.1734732623,-1.69229801076
CALAHORRA,42.3115219623,-1.95900870176
ALCANADRE,42.4079177033,-2.12232436906
LOGROÑO,42.4568270989,-2.44300903421
SAN FELICES,42.6215866751,-2.84665956243
HARO,42.5836859991,-2.84921548434
ARTOMAÑA,42.9870104235,-2.97991362196
ORDUÑA,42.9952210377,-3.01508537333
LLODIO,43.1433848012,-2.95952059474
ARETA,43.1451046597,-2.94336046124
ARRIGORRIAGA,43.2086953725,-2.88885872731
INTERMODAL ABANDO INDALECIO PRIETO,43.2589607074,-2.92935724902
ETXARRI-ARANATZ,42.9109100025,-2.07148031032
PAMPLONA,42.8250806393,-1.66148229115
NOAIN,42.7547511713,-1.63645070233
GARINOAIN,42.599605403,-1.65029156934
TAFALLA,42.5261173028,-1.6708726141
LA CASILLA,43.2554391856,-2.94265179017
OLABEAGA,43.2641663094,-2.95837450327
ZORROTZA,43.2778465339,-2.97244939813
LUTXANA-BARAKALDO,43.2877401306,-2.97541210986
DESERTU-BARAKALDO,43.3000882297,-2.9840663903
MUSKIZ,43.3213914229,-3.1123947018
BILBAO MERCANCIAS,43.3438267635,-3.06059417197
FUENCARRAL-FUENTE GRANDE,40.4993599024,-3.67979765729
MADRID-ATOCHA CERCANIAS,40.4047666099,-3.68695390131
DELICIAS,40.400014386,-3.69215364779
PIRAMIDES,40.402757471,-3.71161134243
MADRID-PRINCIPE PIO,40.4214896467,-3.71952559593
POZUELO,40.4471360269,-3.7996581554
LAS ROZAS,40.4930246993,-3.8674744577
LAS MATAS CLASIFICACION,40.5380430734,-3.88838747496
O DONNELL,40.4418434482,-3.58386679007
BARAJAS-HANGARES,40.4724339483,-3.57449725152
BASE AEREA DE TORREJON,40.4920575743,-3.43125978274
GENERAL MOTOS,41.7449383724,-1.18226647338
GRISEN,41.7451986247,-1.16589309216
ZUERA,41.8773223454,-0.764131360592
GURREA DE GALLEGO,42.0077348435,-0.756746101529
ARANDA DE DUERO-CHELVA,41.6547158963,-3.68668070434
ARANDA DE DUERO-MONTECILLO,41.6687723161,-3.69689499736
LERMA,42.0221695682,-3.77280313428
ALCOBENDAS SAN SEBASTIAN DE LOS REYES,40.5441412141,-3.63027265453
CAMBIADOR IRUN,43.3499181452,-1.78749186644
CERCEDILLA,40.7381804107,-4.06443803946
TABLADA,40.7057917745,-4.12487409126
SEGOVIA,40.9336778005,-4.11380012144
QUINTANA-RANEROS,42.5493941559,-5.63630303982
ASTORGA,42.459555416,-6.04728081038
FOLGOSO,42.6306143436,-6.2515123086
PONFERRADA,42.545097681,-6.60173596346
TORAL DE LOS VADOS,42.5412490388,-6.7764240843
LA BAROSA,42.5007650964,-6.82406963051
A RUA-PETIN,42.3927310428,-7.1133326979
MONFORTE DE LEMOS,42.5304914974,-7.5030028135
SARRIA,42.7843355826,-7.41924940349
LUGO,43.0157463194,-7.55321530419
LUGO MERCANCIAS,43.0494403815,-7.55624170529
EL ESCORIAL,40.5852219667,-4.13232083545
SANTA MARIA DE LA ALAMEDA-PEGUERINOS,40.5689710997,-4.2691162931
HERRADON-LA CAÑADA,40.5993427969,-4.49511327699
AVILA,40.6571750988,-4.68330122275
AREVALO,41.0470844428,-4.70198453238
PALACIOS DE GODA,41.1177714411,-4.75067867078
MEDINA DEL CAMPO,41.3173257076,-4.9099010424
VALDESTILLAS,41.4887394225,-4.77292302299
CORCOS-AGUILAREJO,41.7665034004,-4.6235851128
